prot_name	prot_pos
hns	1
hns	3001
hns	6001
hns	9001
hns	12001
hns	15001
hns	18001
hns	21001
hns	24001
hns	27061
prot_name	prot_pos
hns	1
hns	3001
hns	6001
hns	9001
hns	12001
hns	15001
hns	18061
hns	21061
hns	24061
hns	27061
prot_name	prot_pos
hns	1
hns	3001
hns	6001
hns	9001
hns	12001
hns	15001
hns	18001
hns	21061
hns	24061
hns	27061
prot_name	prot_pos
hns	1
hns	3001
hns	6001
hns	9001
hns	12001
hns	15001
hns	18001
hns	21001
hns	24001
hns	27001
prot_name	prot_pos
hns	1
hns	3061
hns	6061
hns	9061
hns	12061
hns	15061
hns	18061
hns	21061
hns	24061
hns	27061
prot_name	prot_pos
hns	1
hns	3001
hns	6001
hns	9001
hns	12001
hns	15001
hns	18001
hns	21001
hns	24001
hns	27061
prot_name	prot_pos
hns	1
hns	3001
hns	6001
hns	9001
hns	12061
hns	15061
hns	18061
hns	21061
hns	24061
hns	27061
